Sun Dec 14 11:55:10 +0000 2008 => begin transaction
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_140.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_140.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_140.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_140.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_160.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_160.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_160.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_160.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_220.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_220.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_220.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_220.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_460.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_460.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_460.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_460.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_700.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_700.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_700.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_700.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_940.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_940.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/images/curved_shadow_940.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/images/curved_shadow_940.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/shadow_curved/1.0/shadow_curved.zip to /Users/adrien/Git/personal/hindsightapp/public/components/controls/shadow/themes/curved/shadow_curved.zip
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/basic
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_basic/1.0/basic.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/basic/basic.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_basic/1.0/basic.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/basic/basic.js
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_basic/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/basic/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/box
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_box/1.0/box.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/box/box.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_box/1.0/box.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/box/box.js
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_box/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/box/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/gradient_stacked.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/gradient_stacked.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/gradient_stacked.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/gradient_stacked.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/images/arrow.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/images/arrow.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/images/bottom.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/images/bottom.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_gradient_stacked/1.0/images/header.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/gradient_stacked/images/header.gif
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green/1.0/green.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/green.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green/1.0/green.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/green.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green/1.0/images/tab_focus.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/images/tab_focus.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green/1.0/images/tab_normal.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green/images/tab_normal.png
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/green_arrow.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/green_arrow.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/green_arrow.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/green_arrow.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/images/active.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/images/active.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/images/arrow.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/images/arrow.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_green_arrow/1.1/tabpanel_green_arrow.zip to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/green_arrow/tabpanel_green_arrow.zip
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/minimal
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_minimal/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/minimal/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_minimal/1.0/minimal.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/minimal/minimal.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_minimal/1.0/minimal.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/minimal/minimal.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_simple_stacked/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_simple_stacked/1.0/images/triangle.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked/images/triangle.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_simple_stacked/1.0/simple_stacked.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked/simple_stacked.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_simple_stacked/1.0/simple_stacked.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/simple_stacked/simple_stacked.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tl_grey.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tl_grey.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tl_grey.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tl_grey.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tl_white.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tl_white.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tl_white.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tl_white.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/top_grey.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/top_grey.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/top_grey.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/top_grey.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/top_white.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/top_white.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/top_white.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/top_white.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tr_grey.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tr_grey.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tr_grey.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tr_grey.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tr_white.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tr_white.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/images/tr_white.png to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/images/tr_white.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/white.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/white.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/tabpanel_white/1.0/white.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/themes/white/white.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinblue/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinblue/1.0/images/input.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue/images/input.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinblue/1.0/thinblue.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue/thinblue.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinblue/1.0/thinblue.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinblue/thinblue.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinline
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinline/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinline/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinline/1.0/thinline.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinline/thinline.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_thinline/1.0/thinline.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/thinline/thinline.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_white_gradient/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient/build.yml
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient/images
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_white_gradient/1.0/images/input.gif to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient/images/input.gif
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_white_gradient/1.0/white_gradient.css to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient/white_gradient.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/textarea_white_gradient/1.0/white_gradient.js to /Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/themes/white_gradient/white_gradient.js
Sun Dec 14 11:55:48 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/themes/form
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/vertical_form/1.0/build.yml to /Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/themes/form/build.yml
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/vertical_form/1.0/form.css to /Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/themes/form/form.css
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/theme/vertical_form/1.0/form.js to /Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/themes/form/form.js
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./appcelerator_gray_header.png to /Users/adrien/Git/personal/hindsightapp/public/images/appcelerator_gray_header.png
Sun Dec 14 11:55:48 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./appcelerator_gray_logo_small.png to /Users/adrien/Git/personal/hindsightapp/public/images/appcelerator_gray_logo_small.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./blank_1x1.gif to /Users/adrien/Git/personal/hindsightapp/public/images/blank_1x1.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./confirm.png to /Users/adrien/Git/personal/hindsightapp/public/images/confirm.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./cross.png to /Users/adrien/Git/personal/hindsightapp/public/images/cross.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./deny.png to /Users/adrien/Git/personal/hindsightapp/public/images/deny.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./dialog_close.gif to /Users/adrien/Git/personal/hindsightapp/public/images/dialog_close.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./dialog_close_hover.gif to /Users/adrien/Git/personal/hindsightapp/public/images/dialog_close_hover.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./email.png to /Users/adrien/Git/personal/hindsightapp/public/images/email.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./exclamation.png to /Users/adrien/Git/personal/hindsightapp/public/images/exclamation.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./favicon.ico to /Users/adrien/Git/personal/hindsightapp/public/images/favicon.ico
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./header.png to /Users/adrien/Git/personal/hindsightapp/public/images/header.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./iepngfix.htc to /Users/adrien/Git/personal/hindsightapp/public/images/iepngfix.htc
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./indicator.gif to /Users/adrien/Git/personal/hindsightapp/public/images/indicator.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./indicator2.gif to /Users/adrien/Git/personal/hindsightapp/public/images/indicator2.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./indicator3.gif to /Users/adrien/Git/personal/hindsightapp/public/images/indicator3.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./logo.png to /Users/adrien/Git/personal/hindsightapp/public/images/logo.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./shadow.gif to /Users/adrien/Git/personal/hindsightapp/public/images/shadow.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./shadowAlpha.png to /Users/adrien/Git/personal/hindsightapp/public/images/shadowAlpha.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/images/./warning.png to /Users/adrien/Git/personal/hindsightapp/public/images/warning.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/component_notfound.html to /Users/adrien/Git/personal/hindsightapp/public/component_notfound.html
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/index.html to /Users/adrien/Git/personal/hindsightapp/public/index.html
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/servicetester.html to /Users/adrien/Git/personal/hindsightapp/public/servicetester.html
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/upgrade_cookies.html to /Users/adrien/Git/personal/hindsightapp/public/upgrade_cookies.html
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/upgrade_script.html to /Users/adrien/Git/personal/hindsightapp/public/upgrade_script.html
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/app_calendar.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/app_calendar.js
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/build.yml to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/build.yml
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/css
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/css/calendar.css to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/css/calendar.css
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/doc
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/doc/calendar.png to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/doc/calendar.png
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/doc/example1.md to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/doc/example1.md
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/images
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/images/callt.gif to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/images/callt.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/images/calrt.gif to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/images/calrt.gif
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/images/calx.gif to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/images/calx.gif
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/js
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/js/calendar.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/js/calendar.js
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/js/dom.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/js/dom.js
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/js/event.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/js/event.js
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_calendar/1.0.5/js/yahoo.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_calendar/js/yahoo.js
Sun Dec 14 11:55:49 +0000 2008 => creating directory /Users/adrien/Git/personal/hindsightapp/public/widgets/app_chart
Sun Dec 14 11:55:49 +0000 2008 => copy /Users/adrien/.appcelerator/releases/widget/app_chart/1.1.1/app_chart.js to /Users/adrien/Git/personal/hindsightapp/public/widgets/app_chart/app_chart.js
